region_live;age;gender;activism;political_exsposure;polexsp_tiktok;polexsp_x;polexsp_ig;polexsp_yt;polexsp_newsapp;polexsp_newsconv;polexsp_peers;polexsp_peers_intensity;civspace_expression;civspace_rights;civspace_gather;civspace_discuss;civspace_critics;civspace_allabove;civspace_heard;civspace_understanding;civicspace_change;civicspace_lead_censoring;civicspace_lead_violence;civicspace_lead_presslimit;civicspace_lead_banning;civicspace_lead_repression;civicspace_lead_monopoly;civicspace_lead_accountability;civicspace_lead_allgood;civicspace_youth_union;civicspace_youth_gather;civicspace_youth_express;civicspace_youth_protect;civicspace_youth_resource;civicspace_youth_representation;civicspace_youth_chal_intimidation;civicspace_youth_chal_ban;civicspace_youth_chal_censoring;civicspace_youth_chal_unprotection;civicspace_youth_chal_safespace;civicspace_youth_chal_discrimination;civicspace_youth_chal_resource;gov_response_humanrights;gov_response_environment;gov_response_foodresource;gov_response_vulnerabelpop;gov_response_healthaccess;gov_response_eduaccess;gov_response_poverty;gov_response_inequality;gov_response_economicopp;elit_percep_national;elit_percep_local;issue_commited_voicing;issue_motiv_environment;issue_motiv_foodresources;issue_motiv_vulnerablepop;issue_motiv_humanrights;issue_motiv_healthaccess;issue_motiv_educaccess;issue_motiv_poverty;issue_motiv_inequality;issue_motiv_economicopp;issue_motiv_other;issue_motiv_text;issue_commited_resources
West;25;Perempuan;Tidak pernah;Sering;NA;Twitter;NA;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;NA;4;3;4;3;7;6;4;4;3;Tidak baik;Netral;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;25;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;NA;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;Kebebasan untuk berserikat atau membentuk kelompok;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;8;8;7;7;4;7;3;3;7;Baik;Netral;Kadang-kadang terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;22;Perempuan;Tidak pernah;Sering;Tiktok;Twitter;Instagram;Youtube;NA;Platform berita offline (misalnya, TV, radio, surat kabar);NA;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Cukup paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;NA;Kebebasan untuk mengekspresikan pendapat secara terbuka;NA;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;4;4;3;7;5;5;3;3;1;Tidak baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;80
West;25;Lebih memilih untuk tidak menyebutkan;Tidak pernah;Kadang-kadang;NA;Twitter;NA;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;3;3;3;3;2;4;2;4;3;Netral;Netral;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;40
East;20;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Kurang paham;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;6;5;5;5;4;4;4;5;5;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;NA;NA;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;NA;NA;NA;40
West;25;Perempuan;Tidak pernah;Sering;NA;Twitter;NA;NA;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Ya;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;5;5;6;5;7;6;5;3;4;Sangat tidak baik;Tidak baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;NA;NA;Peningkatan akses dan kualitas pendidikan;NA;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;40
West;25;Perempuan;Tidak pernah;Kadang-kadang;NA;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Tidak;Sama sekali tidak paham/tidak pernah tahu;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;5;3;6;5;7;6;6;5;6;Tidak baik;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;25;Laki-laki;Pernah;Kadang-kadang;NA;NA;NA;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Jarang (sekali sebulan atau lebih jarang);NA;NA;NA;NA;NA;Semua hal di atas;Tidak yakin;Pernah mendengar sekilas saja;Lebih tertutup;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;0;2;2;1;4;1;1;0;2;Tidak baik;Netral;Jarang terlibat;Perlindungan lingkungan hidup;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;NA;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;25;Perempuan;Pernah;Kadang-kadang;NA;Twitter;Instagram;Youtube;Platform berita online (misalnya, situs web berita, aplikasi berita);NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;Lingkungan di mana warga negara dapat terlibat secara bebas dalam diskusi dan mengekspresikan pendapat yang beragam;Kebebasan untuk bersuara, mengkritik pemerintah, menyampaikan aspirasi melalui media sosial dan media lainnya;NA;Tidak yakin;Pernah mendengar sekilas saja;Tidak berubah;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;Penggunaan hukum untuk menekan aktivis atau kelompok oposisi;NA;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;5;6;6;4;5;4;3;3;4;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;Peningkatan akses dan kualitas pendidikan;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
East;25;Perempuan;Tidak pernah;Kadang-kadang;Tiktok;NA;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;NA;NA;Tidak;Kurang paham;Tidak berubah;NA;NA;NA;Pembatasan kebebasan untuk berserikat dan membentuk organisasi;NA;Konsentrasi pengambilan keputusan di tangan segelintir pemimpin;Kurangnya transparansi atau akuntabilitas dalam pengambilan keputusan;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;6;4;5;5;6;6;5;4;3;Netral;Netral;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;NA;Akses dan layanan kesehatan;NA;NA;NA;NA;NA;NA;60
West;20;Perempuan;Pernah;Kadang-kadang;Tiktok;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Tidak;Pernah mendengar sekilas saja;Lebih terbuka;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;Kebebasan untuk berserikat atau membentuk kelompok;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;Akses terhadap informasi dan sumber daya;Representasi atau perwakilan dari pendapat yang beragam;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;4;2;5;5;7;7;4;3;6;Netral;Netral;Sering terlibat;Perlindungan lingkungan hidup;Ketahanan pangan dan pengelolaan sumber daya alam;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;NA;NA;Penanganan kemiskinan;NA;NA;NA;NA;100
Central;21;Laki-laki;Pernah;Sangat sering;Tiktok;NA;NA;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;NA;NA;NA;NA;Semua hal di atas;Ya;Cukup paham;Lebih terbuka;Pembatasan terhadap kebebasan berpendapat atau kritik terhadap pemerintah;NA;NA;NA;NA;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;NA;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;Pembatasan dalam membentuk atau bergabung dengan kelompok tertentu;NA;Kurangnya perlindungan dari pemerintah saat menggunakan hak-hak anak muda;NA;NA;NA;8;6;7;7;8;8;8;8;8;Baik;Baik;Kadang-kadang terlibat;Perlindungan lingkungan hidup;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;NA;Pengurangan ketimpangan sosial dan ekonomi;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
West;25;Laki-laki;Pernah;Sering;NA;Twitter;Instagram;NA;NA;NA;NA;Kadang-kadang (beberapa kali dalam sebulan);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Tidak;Kurang paham;Tidak berubah;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;NA;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;NA;NA;NA;NA;NA;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;8;1;1;1;1;1;1;1;1;Tidak baik;Sangat tidak baik;Kadang-kadang terlibat;NA;Ketahanan pangan dan pengelolaan sumber daya alam;NA;NA;NA;NA;NA;NA;NA;NA;NA;60
West;20;Perempuan;Pernah;Kadang-kadang;Tiktok;Twitter;Instagram;NA;Platform berita online (misalnya, situs web berita, aplikasi berita);Platform berita offline (misalnya, TV, radio, surat kabar);Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);Penghormatan terhadap kebebasan berserikat, berkumpul secara damai, dan berekspresi dalam kebijakan, hukum, dan praktik;NA;NA;NA;NA;NA;Tidak yakin;Pernah mendengar sekilas saja;Lebih terbuka;NA;NA;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;NA;NA;Kebebasan untuk berserikat atau membentuk kelompok;NA;NA;NA;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;NA;NA;NA;NA;NA;3;2;2;1;2;1;1;2;1;Tidak baik;Tidak baik;Kadang-kadang terlibat;NA;NA;NA;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;Peningkatan akses dan kualitas pendidikan;Penanganan kemiskinan;Pengurangan ketimpangan sosial dan ekonomi;NA;NA;NA;60
West;23;Laki-laki;Pernah;Sering;NA;NA;Instagram;NA;NA;NA;NA;Sering (setidaknya sekali seminggu);NA;Ruang di mana negara melindungi hak-hak dasar seperti berserikat, berkumpul, dan berekspresi;NA;NA;NA;NA;Ya;Pernah mendengar sekilas saja;Tidak berubah;NA;NA;NA;NA;NA;NA;NA;Saya tidak merasa ciri-ciri tersebut di atas menggambarkan gaya kepemimpinan pemerintahan saat ini;NA;NA;NA;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;NA;NA;NA;NA;NA;NA;Akses terbatas ke sumber daya atau dukungan untuk kegiatan yang dipimpin oleh anak muda;7;7;7;7;7;7;7;7;7;Baik;Baik;Sering terlibat;Perlindungan lingkungan hidup;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80
Central;18;Perempuan;Tidak pernah;Tidak pernah;NA;NA;NA;NA;NA;NA;Dari teman, rekan kerja, keluarga, atau kelompok komunitas;Kadang-kadang (beberapa kali dalam sebulan);NA;NA;Area publik di mana individu dapat berkumpul untuk kegiatan sosial, politik, atau budaya;NA;NA;NA;Ya;Kurang paham;Lebih terbuka;NA;Penggunaan aparat keamanan untuk mengintimidasi atau membubarkan aksi damai;Pembatasan kebebasan pers dan akses terhadap informasi independen;NA;NA;NA;NA;NA;NA;Kebebasan untuk berkumpul secara damai tanpa pelecehan atau intimidasi;Kebebasan untuk mengekspresikan pendapat secara terbuka;Perlindungan negara terhadap ancaman atau diskriminasi saat menggunakan kebebasan tersebut;NA;NA;Ketakutan akan pelecehan atau intimidasi saat berkumpul secara damai;NA;Adanya perasaan tidak bebas dan takut dalam menyampaikan opini dan kritik di ruang terbuka seperti media sosial dan media lainnya;NA;NA;Diskriminasi berdasarkan gender, etnis, atau agama;NA;9;10;10;9;10;10;10;10;10;Netral;Sangat baik;Jarang terlibat;NA;NA;Perlindungan terhadap kelompok rentan;Isu kemanusiaan dan Hak Asasi Manusia;Akses dan layanan kesehatan;NA;NA;NA;Kesempatan kerja dan pemberdayaan ekonomi;NA;NA;60
